date,path,category,not_sessions,sessions
2023-01-28,/product/product-id-401/,cat3,25,24
2023-01-28,/product/product-id-402/,cat6,25,17
2023-01-28,/product/product-id-403/,cat8,25,3
2023-01-28,/product/product-id-404/,cat2,25,2
2023-01-28,/product/product-id-405/,cat9,25,29
2023-01-28,/product/product-id-406/,cat3,25,15
2023-01-28,/product/product-id-407/,cat7,25,29
2023-01-28,/product/product-id-408/,cat4,25,37
2023-01-28,/product/product-id-409/,cat4,25,27
2023-01-28,/product/product-id-410/,cat1,25,41
2023-01-28,/product/product-id-411/,cat7,25,24
2023-01-28,/product/product-id-412/,cat9,25,9
2023-01-28,/product/product-id-413/,cat8,25,19
2023-01-28,/product/product-id-414/,cat2,25,8
2023-01-28,/product/product-id-415/,cat3,25,33
2023-01-28,/product/product-id-416/,cat1,25,28
2023-01-28,/product/product-id-417/,cat2,25,47
2023-01-28,/product/product-id-418/,cat2,25,26
2023-01-28,/product/product-id-419/,cat5,25,25
2023-01-28,/product/product-id-420/,cat9,25,22
2023-01-28,/product/product-id-421/,cat9,25,17
2023-01-28,/product/product-id-422/,cat1,25,27
2023-01-28,/product/product-id-423/,cat3,25,26
2023-01-28,/product/product-id-424/,cat6,25,15
2023-01-28,/product/product-id-425/,cat5,25,39
2023-01-28,/product/product-id-426/,cat8,25,31
2023-01-28,/product/product-id-427/,cat1,25,20
2023-01-28,/product/product-id-428/,cat3,25,48
2023-01-28,/product/product-id-429/,cat4,25,7
2023-01-28,/product/product-id-430/,cat4,25,29
2023-01-28,/product/product-id-431/,cat2,25,28
2023-01-28,/product/product-id-432/,cat6,25,39
2023-01-28,/product/product-id-433/,cat4,25,48
2023-01-28,/product/product-id-434/,cat4,25,21
2023-01-28,/product/product-id-435/,cat1,25,21
2023-01-28,/product/product-id-436/,cat7,25,4
2023-01-28,/product/product-id-437/,cat2,25,26
2023-01-28,/product/product-id-438/,cat8,25,20
2023-01-28,/product/product-id-439/,cat1,25,40
2023-01-28,/product/product-id-440/,cat3,25,10
2023-01-28,/product/product-id-441/,cat1,25,1
2023-01-28,/product/product-id-442/,cat7,25,36
2023-01-28,/product/product-id-443/,cat3,25,39
2023-01-28,/product/product-id-444/,cat5,25,33
2023-01-28,/product/product-id-445/,cat8,25,22
2023-01-28,/product/product-id-446/,cat4,25,22
2023-01-28,/product/product-id-447/,cat5,25,7
2023-01-28,/product/product-id-448/,cat7,25,40
2023-01-28,/product/product-id-449/,cat3,25,15
2023-01-28,/product/product-id-450/,cat6,25,36
2023-01-28,/product/product-id-451/,cat9,25,28
2023-01-28,/product/product-id-452/,cat4,25,13
2023-01-28,/product/product-id-453/,cat6,25,11
2023-01-28,/product/product-id-454/,cat1,25,13
2023-01-28,/product/product-id-455/,cat7,25,50
2023-01-28,/product/product-id-456/,cat4,25,6
2023-01-28,/product/product-id-457/,cat5,25,4
2023-01-28,/product/product-id-458/,cat8,25,13
2023-01-28,/product/product-id-459/,cat2,25,29
2023-01-28,/product/product-id-460/,cat2,25,37
2023-01-28,/product/product-id-461/,cat3,25,34
2023-01-28,/product/product-id-462/,cat3,25,47
2023-01-28,/product/product-id-463/,cat8,25,27
2023-01-28,/product/product-id-464/,cat8,25,32
2023-01-28,/product/product-id-465/,cat4,25,10
2023-01-28,/product/product-id-466/,cat7,25,39
2023-01-28,/product/product-id-467/,cat2,25,1
2023-01-28,/product/product-id-468/,cat4,25,46
2023-01-28,/product/product-id-469/,cat1,25,8
2023-01-28,/product/product-id-470/,cat3,25,38
2023-01-28,/product/product-id-471/,cat1,25,11
2023-01-28,/product/product-id-472/,cat1,25,12
2023-01-28,/product/product-id-473/,cat4,25,35
2023-01-28,/product/product-id-474/,cat9,25,32
2023-01-28,/product/product-id-475/,cat6,25,34
2023-01-28,/product/product-id-476/,cat6,25,4
2023-01-28,/product/product-id-477/,cat6,25,21
2023-01-28,/product/product-id-478/,cat4,25,16
2023-01-28,/product/product-id-479/,cat2,25,45
2023-01-28,/product/product-id-480/,cat6,25,44
2023-01-28,/product/product-id-481/,cat5,25,14
2023-01-28,/product/product-id-482/,cat6,25,27
2023-01-28,/product/product-id-483/,cat1,25,20
2023-01-28,/product/product-id-484/,cat4,25,39
2023-01-28,/product/product-id-485/,cat9,25,32
2023-01-28,/product/product-id-486/,cat6,25,25
2023-01-28,/product/product-id-487/,cat9,25,4
2023-01-28,/product/product-id-488/,cat9,25,30
2023-01-28,/product/product-id-489/,cat8,25,22
2023-01-28,/product/product-id-490/,cat1,25,42
2023-01-28,/product/product-id-491/,cat5,25,2
2023-01-28,/product/product-id-492/,cat5,25,34
2023-01-28,/product/product-id-493/,cat2,25,25
2023-01-28,/product/product-id-494/,cat4,25,49
2023-01-28,/product/product-id-495/,cat4,25,40
2023-01-28,/product/product-id-496/,cat8,25,44
2023-01-28,/product/product-id-497/,cat7,25,21
2023-01-28,/product/product-id-498/,cat7,25,35
2023-01-28,/product/product-id-499/,cat7,25,28
2023-01-28,/product/product-id-500/,cat9,25,11
2023-01-28,/product/product-id-501/,cat2,25,29
2023-01-28,/product/product-id-502/,cat9,25,41
2023-01-28,/product/product-id-503/,cat3,25,32
2023-01-28,/product/product-id-504/,cat6,25,31
2023-01-28,/product/product-id-505/,cat2,25,11
2023-01-28,/product/product-id-506/,cat7,25,35
2023-01-28,/product/product-id-507/,cat1,25,29
2023-01-28,/product/product-id-508/,cat8,25,29
2023-01-28,/product/product-id-509/,cat6,25,24
2023-01-28,/product/product-id-510/,cat8,25,32
2023-01-28,/product/product-id-511/,cat6,25,49
2023-01-28,/product/product-id-512/,cat9,25,24
2023-01-28,/product/product-id-513/,cat8,25,31
2023-01-28,/product/product-id-514/,cat8,25,2
2023-01-28,/product/product-id-515/,cat1,25,47
2023-01-28,/product/product-id-516/,cat3,25,19
2023-01-28,/product/product-id-517/,cat1,25,31
2023-01-28,/product/product-id-518/,cat1,25,27
2023-01-28,/product/product-id-519/,cat4,25,2
2023-01-28,/product/product-id-520/,cat4,25,43
2023-01-28,/product/product-id-521/,cat5,25,19
2023-01-28,/product/product-id-522/,cat6,25,28
2023-01-28,/product/product-id-523/,cat4,25,41
2023-01-28,/product/product-id-524/,cat7,25,32
2023-01-28,/product/product-id-525/,cat3,25,21
2023-01-28,/product/product-id-526/,cat2,25,15
2023-01-28,/product/product-id-527/,cat4,25,15
2023-01-28,/product/product-id-528/,cat2,25,12
2023-01-28,/product/product-id-529/,cat7,25,49
2023-01-28,/product/product-id-530/,cat2,25,9
2023-01-28,/product/product-id-531/,cat5,25,8
2023-01-28,/product/product-id-532/,cat3,25,18
2023-01-28,/product/product-id-533/,cat1,25,2
2023-01-28,/product/product-id-534/,cat4,25,50
2023-01-28,/product/product-id-535/,cat9,25,1
2023-01-28,/product/product-id-536/,cat5,25,14
2023-01-28,/product/product-id-537/,cat4,25,11
2023-01-28,/product/product-id-538/,cat7,25,42
2023-01-28,/product/product-id-539/,cat1,25,29
2023-01-28,/product/product-id-540/,cat1,25,5
2023-01-28,/product/product-id-541/,cat1,25,44
2023-01-28,/product/product-id-542/,cat4,25,25
2023-01-28,/product/product-id-543/,cat9,25,26
2023-01-28,/product/product-id-544/,cat1,25,33
2023-01-28,/product/product-id-545/,cat9,25,37
2023-01-28,/product/product-id-546/,cat2,25,41
2023-01-28,/product/product-id-547/,cat8,25,8
2023-01-28,/product/product-id-548/,cat2,25,50
2023-01-28,/product/product-id-549/,cat1,25,45
2023-01-28,/product/product-id-550/,cat9,25,10
2023-01-28,/product/product-id-551/,cat9,25,28
2023-01-28,/product/product-id-552/,cat8,25,2
2023-01-28,/product/product-id-553/,cat3,25,26
2023-01-28,/product/product-id-554/,cat5,25,2
2023-01-28,/product/product-id-555/,cat6,25,33
2023-01-28,/product/product-id-556/,cat2,25,1
2023-01-28,/product/product-id-557/,cat4,25,41
